,ticker,name,calendardate,sector,industry,revenue,fcfmargin,eps,oppmargin,profitmargin,netmargin,pe,roc,roe
53138,HST,HOST HOTELS & RESORTS INC,2019-12-31,Real Estate,REIT - Hotel & Motel,1334000000.0,0.22113943028485758,0.12,0.12443778110944528,0.05997001499250375,0.27511244377811095,14.46,0.006826521034217937,0.010930454980188551
53133,HST,HOST HOTELS & RESORTS INC,2018-09-30,Real Estate,REIT - Hotel & Motel,1299000000.0,0.16551193225558122,0.43,0.35026943802925325,0.24788298691301,0.26481909160892997,17.865,0.02824313656696781,0.04397705544933078
53137,HST,HOST HOTELS & RESORTS INC,2019-09-30,Real Estate,REIT - Hotel & Motel,1262000000.0,0.17987321711568938,0.51,0.10855784469096671,0.29160063391442154,0.25673534072900156,11.041,0.029442355388431075,0.04907320976130151
53129,HST,HOST HOTELS & RESORTS INC,2017-09-30,Real Estate,REIT - Hotel & Motel,1254000000.0,0.16586921850079744,0.14,0.14832535885167464,0.08293460925039872,0.25996810207336524,22.882,0.009420289855072464,0.014691340584828365
53145,HST,HOST HOTELS & RESORTS INC,2022-09-30,Real Estate,REIT - Hotel & Motel,1189000000.0,0.25988225399495374,0.16,0.12447434819175777,0.095878889823381,0.2783851976450799,14.085,0.009830976198689204,0.01673517322372284
53143,HST,HOST HOTELS & RESORTS INC,2022-03-31,Real Estate,REIT - Hotel & Motel,1074000000.0,0.20670391061452514,0.16,0.11359404096834265,0.10800744878957169,0.2951582867783985,53.992,0.010260946483856701,0.017791411042944787
53146,HST,HOST HOTELS & RESORTS INC,2020-03-31,Real Estate,REIT - Hotel & Motel,1052000000.0,0.09695817490494296,0.0,-0.012357414448669201,-0.0028517110266159697,0.16920152091254753,10.661,-0.0002313386798272671,-0.0004246885617214043
53142,HST,HOST HOTELS & RESORTS INC,2021-12-31,Real Estate,REIT - Hotel & Motel,998000000.0,0.17234468937875752,0.45,0.07915831663326653,0.32064128256513025,0.26753507014028055,-1128.825,0.026899798251513115,0.04968172643999379
53141,HST,HOST HOTELS & RESORTS INC,2021-09-30,Real Estate,REIT - Hotel & Motel,844000000.0,0.10545023696682465,-0.17,-0.11255924170616113,-0.14099526066350712,0.22156398104265404,-29.517,-0.00972381108024187,-0.019441267766704788
53149,HST,HOST HOTELS & RESORTS INC,2021-06-30,Real Estate,REIT - Hotel & Motel,649000000.0,-0.03389830508474576,-0.09,-0.10477657935285054,-0.09244992295839753,0.1941448382126348,-20.487,-0.00484613520717228,-0.009627727856225931
53148,HST,HOST HOTELS & RESORTS INC,2021-03-31,Real Estate,REIT - Hotel & Motel,399000000.0,-0.20300751879699247,-0.22,-0.41604010025062654,-0.38095238095238093,0.05764411027568922,-13.491,-0.012363754677078249,-0.024735557363710334
53140,HST,HOST HOTELS & RESORTS INC,2020-12-31,Real Estate,REIT - Hotel & Motel,267000000.0,-0.6629213483146067,-0.09,-1.0149812734082397,-0.2397003745318352,-0.31086142322097376,-14.097,-0.005131494547787043,-0.010124980224647999
53147,HST,HOST HOTELS & RESORTS INC,2020-09-30,Real Estate,REIT - Hotel & Motel,198000000.0,-0.8939393939393939,-0.44,-1.606060606060606,-1.5808080808080809,-0.6767676767676768,-12.942,-0.02473917167246285,-0.048890971571383945
53139,HST,HOST HOTELS & RESORTS INC,2020-06-30,Real Estate,REIT - Hotel & Motel,103000000.0,-2.0485436893203883,-0.5,-3.4271844660194173,-3.4174757281553396,-1.5533980582524272,81.79,-0.02966208814359147,-0.05240434717880006
117428,WELL,WELLTOWER INC,2022-09-30,Real Estate,REIT - Healthcare Facilities,1473844000.0,0.05679976985352588,-0.01,0.09900776472951005,-0.004591395018740111,0.38108782204900926,146.375,-0.00019512312710488316,-0.0003530122398269275
117427,WELL,WELLTOWER INC,2022-06-30,Real Estate,REIT - Healthcare Facilities,1472536000.0,0.11342405211145941,0.2,0.16140861751427468,0.06097236332422433,0.4199917693013957,95.846,0.002640593967767425,0.0048384958542113735
117432,WELL,WELLTOWER INC,2022-03-31,Real Estate,REIT - Healthcare Facilities,1395704000.0,0.12160028200821951,0.14,0.12352045992560028,0.04436829012455363,0.3883595662117469,131.697,0.0018772974725709938,0.0034603524357081326
117419,WELL,WELLTOWER INC,2019-06-30,Real Estate,REIT - Healthcare Facilities,1320106000.0,0.270747955088455,0.34,0.230061828368328,0.10435677135017946,0.4688858318953175,56.496,0.00449992544330204,0.009187529656796463
117426,WELL,WELLTOWER INC,2021-12-31,Real Estate,REIT - Healthcare Facilities,1309264000.0,0.10724269513253247,0.13,0.1502936000684354,0.04481296361925479,0.4002897811289396,111.066,0.0018157454705627,0.003326831292422812
117418,WELL,WELLTOWER INC,2019-03-31,Real Estate,REIT - Healthcare Facilities,1272245000.0,0.6557707045419711,0.72,0.24834446195504797,0.22045282158703708,0.4727375623405869,49.882,0.009939884378805603,0.0186006676662804
117420,WELL,WELLTOWER INC,2019-09-30,Real Estate,REIT - Healthcare Facilities,1266133000.0,1.701818055449151,1.46,0.22237395281538352,0.4658878648609585,0.48221237421345153,33.099,0.020058183680862842,0.03863968874755872
117421,WELL,WELLTOWER INC,2019-12-31,Real Estate,REIT - Healthcare Facilities,1262822000.0,0.14876285018791247,0.55,0.23762652218602465,0.17763706999086173,0.4753654909401325,26.927,0.007252820464952725,0.014434851410937808
117429,WELL,WELLTOWER INC,2020-03-31,Real Estate,REIT - Healthcare Facilities,1258602000.0,0.8700860160718003,0.76,0.17858624092445427,0.24653067451028998,0.45830294247109093,14.882,0.010152437731558191,0.019233135411292644
117417,WELL,WELLTOWER INC,2018-12-31,Real Estate,REIT - Healthcare Facilities,1241243000.0,3.006333973283233,0.27,0.1841009375279458,0.0913914519558217,0.47581255241721404,34.386,0.004061622633978337,0.007752625110935822
117431,WELL,WELLTOWER INC,2021-09-30,Real Estate,REIT - Healthcare Facilities,1239797000.0,0.5306683271535582,0.42,0.172343536885474,0.14491323982877843,0.4116778795238253,78.92,0.00578119144614189,0.010654144411355305
117416,WELL,WELLTOWER INC,2018-09-30,Real Estate,REIT - Healthcare Facilities,1236379000.0,-1.656775147426477,0.17,0.16416487177475514,0.061518353191052255,0.4684825607681787,43.909,0.0027348158125281245,0.005316024220550005
117422,WELL,WELLTOWER INC,2020-06-30,Real Estate,REIT - Healthcare Facilities,1188475000.0,1.2616815667136456,0.43,0.11130398199373147,0.15082016870359075,0.4440236437451356,16.571,0.005794987548823657,0.011169269460510688
117425,WELL,WELLTOWER INC,2021-06-30,Real Estate,REIT - Healthcare Facilities,1140992000.0,0.32540543667264976,0.06,0.1619616964886695,0.02301243128786179,0.4367559106461746,59.095,0.0008813444582945533,0.0016492628410033237
117415,WELL,WELLTOWER INC,2018-06-30,Real Estate,REIT - Healthcare Facilities,1125912000.0,0.2040781162293323,0.42,0.24942002572137076,0.1475319563163018,0.4948530613404955,42.046,0.006443918765998945,0.011581989388731204
117423,WELL,WELLTOWER INC,2020-12-31,Real Estate,REIT - Healthcare Facilities,1122016000.0,0.7985171334455123,0.4,0.17758302911901436,0.1459239440435787,0.4469232167812224,27.549,0.005423338850114634,0.010250540311890544
117413,WELL,WELLTOWER INC,2017-12-31,Real Estate,REIT - Healthcare Facilities,1104258000.0,0.778891346044131,-0.31,0.11731135296280398,-0.09041999242930547,0.503826098611013,50.945,-0.0038174988777516018,-0.006922691698281936
117414,WELL,WELLTOWER INC,2018-03-31,Real Estate,REIT - Healthcare Facilities,1096965000.0,0.7164877639669451,1.18,0.23142944396585124,0.4096274721618283,0.4927231042011368,34.368,0.01734376372027856,0.03086506207569701
117412,WELL,WELLTOWER INC,2017-09-30,Real Estate,REIT - Healthcare Facilities,1091483000.0,-0.09113838694693367,0.2,0.19012297946921758,0.07853443434299939,0.5199219777128915,28.547,0.003265297011216533,0.0058193778990728055
117410,WELL,WELLTOWER INC,2017-03-31,Real Estate,REIT - Healthcare Facilities,1062298000.0,1.1849735196715045,0.86,0.25305705178772814,0.3170362741904814,0.5197496371074783,21.832,0.01290847035314308,0.02301054446976446
117411,WELL,WELLTOWER INC,2017-06-30,Real Estate,REIT - Healthcare Facilities,1058602000.0,0.29263500352351496,0.51,0.2631413883593645,0.18903138289933327,0.5259266466528497,23.445,0.007635190011529725,0.013494589459237248
117424,WELL,WELLTOWER INC,2021-03-31,Real Estate,REIT - Healthcare Facilities,1052062000.0,0.4519515009571679,0.17,0.11644275717590788,0.06800549777484596,0.41322279485429564,40.396,0.002328897211540596,0.004528549432434379
117430,WELL,WELLTOWER INC,2020-09-30,Real Estate,REIT - Healthcare Facilities,1036874000.0,1.6664908175921085,0.78,0.073791994012773,0.3140063305666841,0.38785522638237624,22.117,0.010739372578004884,0.02021278537440757
30859,DBRG,DIGITALBRIDGE GROUP INC,2017-09-30,Real Estate,REIT - Diversified,789853000.0,0.23867479138523245,0.0,0.16633854653967256,0.04292950713613799,0.5563389643389339,381.452,0.001718762537606801,0.003794465907773485
30858,DBRG,DIGITALBRIDGE GROUP INC,2017-06-30,Real Estate,REIT - Diversified,679372000.0,-0.5731616846146147,0.28,0.19375540940751165,0.11531532061963107,0.626541865134271,197.145,0.00401565563387382,0.008618325409934803
30861,DBRG,DIGITALBRIDGE GROUP INC,2018-03-31,Real Estate,REIT - Diversified,666664000.0,-0.035817143268573076,-0.56,-0.05573872295489182,-0.06199074796299185,0.5133635534542138,-7.583,-0.0022343264381905195,-0.005165246776860764
30862,DBRG,DIGITALBRIDGE GROUP INC,2018-06-30,Real Estate,REIT - Diversified,615488000.0,0.1969949048559842,-0.76,0.03334752261620048,-0.1062782702505979,0.47020575543308724,-5.828,-0.0037158779493748056,-0.00859619337906633
30857,DBRG,DIGITALBRIDGE GROUP INC,2017-03-31,Real Estate,REIT - Diversified,607165000.0,1.239801371949964,-0.04,0.035038251546120086,0.042158227170538486,0.6436734660265332,166.057,0.0013174349705307755,0.002788382498496167
30863,DBRG,DIGITALBRIDGE GROUP INC,2018-09-30,Real Estate,REIT - Diversified,598727000.0,0.22150997032036304,-0.6,0.053568654829329564,-0.07146829857347338,0.5031759048781832,-4.949,-0.0024664288427497425,-0.005719828140485075
30866,DBRG,DIGITALBRIDGE GROUP INC,2019-06-30,Real Estate,REIT - Diversified,573439000.0,-0.17820901612900414,-3.92,0.001851984256389956,-0.7703556960722937,0.4781362969731741,-2.34,-0.02925241625188683,-0.0694391043425691
30865,DBRG,DIGITALBRIDGE GROUP INC,2019-03-31,Real Estate,REIT - Diversified,548059000.0,-1.6539441921398974,-0.84,0.110017352146393,-0.1368027894806946,0.4723360076196176,-3.884,-0.004264484250569619,-0.010915594715452184
30860,DBRG,DIGITALBRIDGE GROUP INC,2017-12-31,Real Estate,REIT - Diversified,473150000.0,0.662238190848568,-2.76,-0.7160858078833351,-0.7095804713093099,0.4341583007502906,-18.712,-0.01745386906193083,-0.0399311363981006
30867,DBRG,DIGITALBRIDGE GROUP INC,2019-09-30,Real Estate,REIT - Diversified,359000000.0,0.2909387186629526,-4.64,-1.4384178272980501,-1.4702395543175488,0.7507465181058496,-1.928,-0.036833351721537136,-0.09319227908246348
30879,DBRG,DIGITALBRIDGE GROUP INC,2022-09-30,Real Estate,REIT - Diversified,296623000.0,-0.15067948203611992,-0.39,-0.48759199387775054,-0.16548952711017015,0.6106269574510406,-5.351,-0.007032388699927825,-0.029666535521820508
30878,DBRG,DIGITALBRIDGE GROUP INC,2022-06-30,Real Estate,REIT - Diversified,289409000.0,-2.907138340549188,-0.24,-0.35033464750577903,-0.074503557249429,0.6389987871835361,-10.444,-0.0030059871591009532,-0.013201607066980309
30877,DBRG,DIGITALBRIDGE GROUP INC,2022-03-31,Real Estate,REIT - Diversified,257459000.0,-2.8138499722285877,-1.84,-0.1472700507653646,-0.9576553936743326,0.6365712598899242,-10.701,-0.03784986916030173,-0.17727302794298663
30876,DBRG,DIGITALBRIDGE GROUP INC,2021-12-31,Real Estate,REIT - Diversified,255857000.0,-0.2865975916234459,-0.08,-0.31496109154723145,-0.009458408407821556,0.6592627913248416,-11.104,-0.00034535235644473164,-0.001127188819032164
30875,DBRG,DIGITALBRIDGE GROUP INC,2021-09-30,Real Estate,REIT - Diversified,252174000.0,-1.3680593558416014,0.33,-0.325326956783808,0.24331215747856638,0.6530609817031098,-5.881,0.009258545296131758,0.029844974626153473
30874,DBRG,DIGITALBRIDGE GROUP INC,2021-06-30,Real Estate,REIT - Diversified,237187000.0,0.9963235759126765,-1.16,-0.2912765033496777,-0.5174988511174727,0.6500187615678769,-5.115,-0.020503068845571522,-0.05820141947279976
30873,DBRG,DIGITALBRIDGE GROUP INC,2021-03-31,Real Estate,REIT - Diversified,220581000.0,0.27342790176851134,-2.24,-0.4704212964851914,-1.1165512895489638,0.6066977663534031,-1.203,-0.027066839895614248,-0.1108398382563731
30869,DBRG,DIGITALBRIDGE GROUP INC,2020-03-31,Real Estate,REIT - Diversified,217213000.0,-0.05161293292758721,-3.04,-0.3441092383973335,-1.5752233982312291,0.589301745291488,-0.604,-0.024096104695824523,-0.0720877139978586
30872,DBRG,DIGITALBRIDGE GROUP INC,2020-12-31,Real Estate,REIT - Diversified,155390000.0,-7.128006950254199,-1.2,-0.4622820001287084,-0.7854945620696312,0.6675976575069181,-0.843,-0.018975322038535802,-0.04879448932248265
30871,DBRG,DIGITALBRIDGE GROUP INC,2020-09-30,Real Estate,REIT - Diversified,123017000.0,-8.218319419267257,-1.76,-0.49250103644211773,-1.5222855377712023,0.6583155173675184,-0.499,-0.019362590714161933,-0.07242707091677966
30870,DBRG,DIGITALBRIDGE GROUP INC,2020-06-30,Real Estate,REIT - Diversified,67873000.0,1.3491815596776333,-17.32,-0.8653367318374022,-29.824436815817776,0.7043743462054131,-0.387,-0.16938268452117922,-0.7388462637652626
30864,DBRG,DIGITALBRIDGE GROUP INC,2018-12-31,Real Estate,REIT - Diversified,-638880000.0,0.32580296769346356,-3.24,0.5358439769596794,0.5792590157776109,0.17120586025544704,-3.632,-0.02315669742571125,-0.0528224740552882
30868,DBRG,DIGITALBRIDGE GROUP INC,2019-12-31,Real Estate,REIT - Diversified,-846677000.0,-6.218319382716195,-0.24,-0.47887092716584956,0.0050349779195608246,0.6757382094942935,-2.011,-0.0003971506883619197,-0.0008172862071880926
118366,WM,WASTE MANAGEMENT INC,2022-09-30,Industrials,Waste Management,5075000000.0,0.08374384236453201,1.55,0.18561576354679804,0.12591133004926108,0.37812807881773397,29.497,0.03032316234043563,0.09115549215406563
118346,WM,WASTE MANAGEMENT INC,2022-06-30,Industrials,Waste Management,5027000000.0,0.09886612293614482,1.42,0.17704396260194946,0.11676944499701611,0.37497513427491547,29.626,0.02734429589602646,0.08164116828929067
118364,WM,WASTE MANAGEMENT INC,2021-12-31,Industrials,Waste Management,4678000000.0,0.04638734501923899,1.21,0.15348439504061565,0.10816588285592134,0.36831979478409577,38.445,0.02464805884358712,0.07102751263335205
118363,WM,WASTE MANAGEMENT INC,2021-09-30,Industrials,Waste Management,4665000000.0,0.15434083601286175,1.28,0.17277599142550912,0.11532690246516614,0.37706323687031085,35.981,0.026608635441911072,0.07501394311210262
118365,WM,WASTE MANAGEMENT INC,2022-03-31,Industrials,Waste Management,4661000000.0,0.18021883715940784,1.24,0.16477150826003004,0.11006221840806694,0.377172280626475,34.44,0.024865493674567397,0.07180851063829788
118345,WM,WASTE MANAGEMENT INC,2021-06-30,Industrials,Waste Management,4476000000.0,0.14454870420017873,0.83,0.17672028596961573,0.07841823056300268,0.38873994638069703,36.965,0.017042144105651583,0.04774211099020675
118344,WM,WASTE MANAGEMENT INC,2021-03-31,Industrials,Waste Management,4112000000.0,0.20671206225680933,1.0,0.1580739299610895,0.10238326848249027,0.38861867704280156,35.087,0.0201290939517093,0.05668506799515282
118362,WM,WASTE MANAGEMENT INC,2020-12-31,Industrials,Waste Management,4067000000.0,0.08827145315957709,1.04,0.16080649127120727,0.10769609048438653,0.38529628718957465,33.314,0.020600131690339574,0.05877616747181964
118357,WM,WASTE MANAGEMENT INC,2019-09-30,Industrials,Waste Management,3967000000.0,0.11822535921351147,1.17,0.18502646836400302,0.12477943029997479,0.3846735568439627,27.815,0.024574293799334755,0.07295504789977893
118356,WM,WASTE MANAGEMENT INC,2019-06-30,Industrials,Waste Management,3946000000.0,0.10947795235681702,0.9,0.17638114546376077,0.09655347187024835,0.3808920425747592,27.875,0.019838583702160895,0.05892360037117229
118361,WM,WASTE MANAGEMENT INC,2020-09-30,Industrials,Waste Management,3861000000.0,0.17767417767417767,0.92,0.1761201761201761,0.10101010101010101,0.396011396011396,31.767,0.022188086704215737,0.05450733752620545
118358,WM,WASTE MANAGEMENT INC,2019-12-31,Industrials,Waste Management,3846000000.0,0.19136765470618824,1.05,0.1703068122724909,0.11622464898595944,0.3983359334373375,28.95,0.021734902265875718,0.0632427843803056
118354,WM,WASTE MANAGEMENT INC,2018-12-31,Industrials,Waste Management,3842000000.0,0.11920874544508069,1.25,0.19963560645497136,0.13820926600728786,0.3807912545549193,19.709,0.032574688669406784,0.08462151394422311
118353,WM,WASTE MANAGEMENT INC,2018-09-30,Industrials,Waste Management,3822000000.0,0.12297226582940869,1.16,0.18288854003139718,0.130559916274202,0.3791208791208791,16.865,0.030698246693325132,0.07998076614842121
118352,WM,WASTE MANAGEMENT INC,2018-06-30,Industrials,Waste Management,3739000000.0,0.14415619149505216,1.16,0.1912276009628243,0.1334581438887403,0.3813853971650174,16.063,0.031482649842271296,0.08242484307895606
118359,WM,WASTE MANAGEMENT INC,2020-03-31,Industrials,Waste Management,3729000000.0,0.08205953338696702,0.85,0.15366049879324215,0.09680879592384017,0.37543577366586217,23.344,0.017875711809853926,0.053537001334717484
118349,WM,WASTE MANAGEMENT INC,2017-09-30,Industrials,Waste Management,3716000000.0,0.1353606027987083,0.88,0.1886437029063509,0.1038751345532831,0.3805166846071044,24.94,0.02639677220816522,0.0731337627889352
118355,WM,WASTE MANAGEMENT INC,2019-03-31,Industrials,Waste Management,3696000000.0,0.11336580086580086,0.82,0.1680194805194805,0.09388528138528139,0.3782467532467532,23.473,0.020678147905369166,0.05409197194076384
118348,WM,WASTE MANAGEMENT INC,2017-06-30,Industrials,Waste Management,3677000000.0,0.1397878705466413,0.82,0.1830296437313027,0.09844982322545553,0.37720968180582,24.993,0.024891700474455065,0.06598614655486694
118350,WM,WASTE MANAGEMENT INC,2017-12-31,Industrials,Waste Management,3652000000.0,0.07228915662650602,2.07,0.1927710843373494,0.2472617743702081,0.3803395399780942,19.227,0.058220502901353964,0.15002492108323642
118360,WM,WASTE MANAGEMENT INC,2020-06-30,Industrials,Waste Management,3561000000.0,0.11794439764111204,0.73,0.14799213704015726,0.08621173827576524,0.38781241224375174,27.762,0.015600386198485696,0.04455086344507329
118351,WM,WASTE MANAGEMENT INC,2018-03-31,Industrials,Waste Management,3511000000.0,0.11649102819709485,0.91,0.1723155796069496,0.11278837937909428,0.3779549985759043,17.822,0.024748453221673645,0.06551952349437459
118347,WM,WASTE MANAGEMENT INC,2017-03-31,Industrials,Waste Management,3440000000.0,0.11337209302325581,0.68,0.1613372093023256,0.08662790697674419,0.37034883720930234,26.238,0.02046843876639879,0.054014863150262826
106758,TFII,TFI INTERNATIONAL INC,2022-06-30,Industrials,Trucking,2422317000.0,0.08973804832315506,3.05,0.16140331756743648,0.11428107881833797,0.4801985041594473,9.554,0.06102924641860342,0.11639596956486639
106759,TFII,TFI INTERNATIONAL INC,2022-09-30,Industrials,Trucking,2241961000.0,0.12791078881389997,2.78,0.1420372611298769,0.10936407903616521,0.48326353580637665,9.127,0.0603622473397184,0.10533587490124359
106757,TFII,TFI INTERNATIONAL INC,2022-03-31,Industrials,Trucking,2191519000.0,0.041605845078231125,1.61,0.10028021659862406,0.06740667089813047,0.47962668815556697,10.85,0.03332534732373929,0.0648327601552584
106749,TFII,TFI INTERNATIONAL INC,2021-12-31,Industrials,Trucking,2140914000.0,0.05196985960202045,2.3,0.10041178674155057,0.09974057808954494,0.48210156970340706,15.702,0.04890599584907337,0.09242562290210812
106747,TFII,TFI INTERNATIONAL INC,2021-09-30,Industrials,Trucking,2094000000.0,0.07930850047755492,1.42,0.09149188156638013,0.06285291308500478,0.48508500477554917,13.644,0.03206351603857932,0.06219223199582279
106756,TFII,TFI INTERNATIONAL INC,2021-06-30,Industrials,Trucking,1836708000.0,0.14557349344588252,4.42,0.10199117116057642,0.2241864248427077,0.47595099493223747,13.119,0.09929544400628233,0.2037872612732194
106755,TFII,TFI INTERNATIONAL INC,2021-03-31,Industrials,Trucking,1148807000.0,0.11736175005897423,0.72,0.08856579042432715,0.058223008738630594,0.4203377939027182,24.348,0.019509257031187336,0.037147103351219984
106746,TFII,TFI INTERNATIONAL INC,2020-12-31,Industrials,Trucking,1122006000.0,0.11424537836696061,0.93,0.10438625105391593,0.07694076502264693,0.43237112814013473,17.469,0.028361245150913046,0.04826535883690817
106754,TFII,TFI INTERNATIONAL INC,2020-09-30,Industrials,Trucking,936124000.0,0.12070516299122766,0.91,0.12502510351192792,0.08877135934982973,0.4701610043113946,19.598,0.020789938091261475,0.03692088008366855
106753,TFII,TFI INTERNATIONAL INC,2020-03-31,Industrials,Trucking,924509000.0,0.13045951959364377,0.66,0.0901235142113273,0.0603433822710217,0.45340175163248814,8.019,0.014448915593189523,0.029875524005166687
106744,TFII,TFI INTERNATIONAL INC,2020-06-30,Industrials,Trucking,798495000.0,0.1984708733304529,0.58,0.11907150326551826,0.06319137878133238,0.4819980087539684,16.507,0.013778414327278983,0.0266051514592286
106752,TFII,TFI INTERNATIONAL INC,2019-12-31,Industrials,Trucking,30168000.0,-6.540937417130735,0.0,-0.007060461416070008,-0.05893662158578626,0.30867143993635643,11.781,-0.0006203833257152029,-0.0015336947033189221
20618,CCL,CARNIVAL CORP,2019-09-30,Industrials,Travel Services,6533000000.0,0.12658809122914436,2.58,0.2893004745140058,0.2724628807592224,0.4628807592224093,10.32,0.04939916187938834,0.0703696382684325
20614,CCL,CARNIVAL CORP,2018-09-30,Industrials,Travel Services,5836000000.0,0.16209732693625772,2.42,0.30740233036326253,0.2924948594928033,0.49314599040438656,14.136,0.04980887630941613,0.06923825748357265
20610,CCL,CARNIVAL CORP,2017-09-30,Industrials,Travel Services,5515000000.0,0.18349954669084315,1.84,0.2525838621940163,0.24097914777878512,0.4536718041704442,19.533,0.03985963649451143,0.05498096971702797
20617,CCL,CARNIVAL CORP,2019-06-30,Industrials,Travel Services,4838000000.0,0.24121537825547748,0.65,0.10665564282761472,0.09322033898305085,0.34704423315419597,12.287,0.012782722067909983,0.01870748299319728
20620,CCL,CARNIVAL CORP,2020-03-31,Industrials,Travel Services,4789000000.0,-0.0384213823345166,-1.14,-0.14846523282522447,-0.16308206306118186,0.3336813531008561,12.687,-0.020176707657331816,-0.032153149444215726
20619,CCL,CARNIVAL CORP,2019-12-31,Industrials,Travel Services,4782000000.0,-0.19008782936010038,0.62,0.10163111668757842,0.08845671267252196,0.3571727310748641,10.743,0.01147367564488567,0.01667652276759314
20616,CCL,CARNIVAL CORP,2019-03-31,Industrials,Travel Services,4673000000.0,-0.2167772309009202,0.48,0.08281617804408303,0.07190241814680078,0.3278407875026749,13.402,0.009378401764032714,0.013860814322841466
20615,CCL,CARNIVAL CORP,2018-12-31,Industrials,Travel Services,4456000000.0,0.0572262118491921,0.72,0.12365350089766607,0.11063734290843806,0.3882405745062837,13.871,0.014180521198872462,0.020169373644806286
20613,CCL,CARNIVAL CORP,2018-06-30,Industrials,Travel Services,4357000000.0,0.11429882946981869,0.79,0.12829928850126235,0.12875831994491624,0.3846683497819601,16.34,0.01660254513169577,0.02344043788910709
20629,CCL,CARNIVAL CORP,2022-09-30,Industrials,Travel Services,4305000000.0,-0.2048780487804878,-0.65,-0.06504065040650407,-0.17886178861788618,0.21509872241579558,-1.57,-0.017634664712348844,-0.09189640768588136
20611,CCL,CARNIVAL CORP,2017-12-31,Industrials,Travel Services,4259000000.0,0.08828363465602254,0.76,0.12866870157313923,0.12819910777177743,0.3855365109180559,18.818,0.016341923318667503,0.02254707631318137
20612,CCL,CARNIVAL CORP,2018-03-31,Industrials,Travel Services,4232000000.0,0.11578449905482041,0.54,0.09900756143667297,0.09239130434782608,0.3598771266540643,18.809,0.011519990571874724,0.016036420310064803
20609,CCL,CARNIVAL CORP,2017-06-30,Industrials,Travel Services,3945000000.0,0.11913814955640051,0.52,0.1267427122940431,0.09607097591888467,0.38250950570342207,17.409,0.011704033104811315,0.01650409336352552
20608,CCL,CARNIVAL CORP,2017-03-31,Industrials,Travel Services,3791000000.0,0.13716697441308362,0.48,0.09707201266156687,0.09285149037193352,0.35768926404642576,14.074,0.011085915847820609,0.015533980582524271
20628,CCL,CARNIVAL CORP,2022-06-30,Industrials,Travel Services,2401000000.0,-0.18783840066638902,-1.61,-0.6130778842149105,-0.7638483965014577,-0.11703456892961266,-1.777,-0.04107134859139159,-0.22203389830508474
20627,CCL,CARNIVAL CORP,2022-03-31,Industrials,Travel Services,1623000000.0,-2.4177449168207024,-1.66,-0.9199014171287738,-1.1651263093037585,-0.24707332101047444,-2.528,-0.04063171465406102,-0.18339637280574145
20626,CCL,CARNIVAL CORP,2021-12-31,Industrials,Travel Services,1287000000.0,-0.6643356643356644,-2.32,-1.470862470862471,-2.035742035742036,-0.36363636363636365,-2.162,-0.05604158199824603,-0.21574440052700922
20621,CCL,CARNIVAL CORP,2020-06-30,Industrials,Travel Services,740000000.0,-4.124324324324324,-6.07,-5.645945945945946,-5.910810810810811,-1.5621621621621622,-3.788,-0.10150847064284056,-0.2098848368522073
20625,CCL,CARNIVAL CORP,2021-09-30,Industrials,Travel Services,546000000.0,-3.3241758241758244,-2.5,-3.7673992673992673,-5.194139194139194,-1.0897435897435896,-3.071,-0.059696465783989724,-0.19080939245105294
20624,CCL,CARNIVAL CORP,2021-06-30,Industrials,Travel Services,50000000.0,-28.54,-1.83,-32.3,-41.44,-11.64,-3.75,-0.041349032129315504,-0.11590959946296711
20622,CCL,CARNIVAL CORP,2020-12-31,Industrials,Travel Services,34000000.0,-97.3529411764706,-2.17,-48.3235294117647,-65.3529411764706,-15.264705882352942,-1.763,-0.045407172780218656,-0.1081002189248358
20607,CCL,CARNIVAL CORP,2020-09-30,Industrials,Travel Services,31000000.0,-98.09677419354838,-3.69,-75.29032258064517,-92.19354838709677,-19.612903225806452,-1.701,-0.062340495146689934,-0.1465415577090704
20623,CCL,CARNIVAL CORP,2021-03-31,Industrials,Travel Services,26000000.0,-125.6923076923077,-1.8,-58.57692307692308,-75.88461538461539,-19.576923076923077,-2.613,-0.037550911651631075,-0.09958108312723969
104651,SWK,STANLEY BLACK & DECKER INC,2022-03-31,Industrials,Tools & Accessories,4448000000.0,-0.30843075539568343,1.13,0.06573741007194245,0.03941097122302158,0.29348021582733813,16.543,0.008855369041064058,0.018743050209562913
104670,SWK,STANLEY BLACK & DECKER INC,2022-06-30,Industrials,Tools & Accessories,4393000000.0,-0.13280218529478716,0.6,0.03794673343956294,0.019940814932847713,0.2747780559981789,15.889,0.0043225532670805,0.009647789598889843
104671,SWK,STANLEY BLACK & DECKER INC,2022-09-30,Industrials,Tools & Accessories,4119600000.0,-0.12508495970482572,5.85,0.03633847946402563,0.2050199048451306,0.24713564423730458,7.668,0.048352654930585375,0.08847128820731988
104649,SWK,STANLEY BLACK & DECKER INC,2020-09-30,Industrials,Tools & Accessories,3850200000.0,0.15975793465274532,2.47,0.15443353592021195,0.10256610046231365,0.35746195002856995,26.84,0.02626066486231272,0.038070356409490115
104668,SWK,STANLEY BLACK & DECKER INC,2021-06-30,Industrials,Tools & Accessories,3798900000.0,0.09039458790702572,2.87,0.1531232725262576,0.12095606622969807,0.3584721893179605,18.508,0.029968433684649902,0.04145615301335258
